['n', 't', 'd']
[7165, 0.07165000000000492, 2.174822605569999]
[7166, 0.07166000000000491, 2.174815576704999]
[7167, 0.07167000000000491, 2.174808546858999]
[7168, 0.0716800000000049, 2.174801516031999]
[7169, 0.0716900000000049, 2.174794484223999]
[7170, 0.0717000000000049, 2.174787451434999]
[7171, 0.0717100000000049, 2.1747804176649987]
[7172, 0.07172000000000489, 2.174773382913999]
[7173, 0.07173000000000489, 2.1747663471819987]
[7174, 0.07174000000000488, 2.174759310468999]
[7175, 0.07175000000000488, 2.174752272774999]
[7176, 0.07176000000000488, 2.1747452340999986]
[7177, 0.07177000000000487, 2.1747381944439987]
[7178, 0.07178000000000487, 2.1747311538069987]
[7179, 0.07179000000000486, 2.174724112188999]
[7180, 0.07180000000000486, 2.174717069589999]
[7181, 0.07181000000000486, 2.1747100260099987]
[7182, 0.07182000000000485, 2.174702981448999]
[7183, 0.07183000000000485, 2.174695935906999]
[7184, 0.07184000000000484, 2.1746888893839986]
[7185, 0.07185000000000484, 2.1746818418799987]
[7186, 0.07186000000000484, 2.1746747933949986]
[7187, 0.07187000000000483, 2.1746677439289988]
[7188, 0.07188000000000483, 2.1746606934819988]
[7189, 0.07189000000000483, 2.1746536420539986]
[7190, 0.07190000000000482, 2.1746465896449987]
[7191, 0.07191000000000482, 2.1746395362549986]
[7192, 0.07192000000000481, 2.174632481883999]
[7193, 0.07193000000000481, 2.174625426531999]
[7194, 0.0719400000000048, 2.1746183701989987]
[7195, 0.0719500000000048, 2.174611312884999]
[7196, 0.0719600000000048, 2.174604254589999]
[7197, 0.0719700000000048, 2.1745971953139986]
[7198, 0.07198000000000479, 2.1745901350569987]
[7199, 0.07199000000000479, 2.1745830738189986]
[7200, 0.07200000000000478, 2.174576011599999]
[7201, 0.07201000000000478, 2.174568948399999]
[7202, 0.07202000000000477, 2.1745618842189987]
[7203, 0.07203000000000477, 2.1745548190569988]
[7204, 0.07204000000000477, 2.1745477529139987]
[7205, 0.07205000000000476, 2.174540685789999]
[7206, 0.07206000000000476, 2.174533617684999]
[7207, 0.07207000000000476, 2.174526548598999]
[7208, 0.07208000000000475, 2.174519478531999]
[7209, 0.07209000000000475, 2.174512407483999]
[7210, 0.07210000000000474, 2.174505335454999]
[7211, 0.07211000000000474, 2.174498262444999]
[7212, 0.07212000000000474, 2.174491188453999]
[7213, 0.07213000000000473, 2.174484113481999]
[7214, 0.07214000000000473, 2.174477037528999]
[7215, 0.07215000000000472, 2.174469960594999]
[7216, 0.07216000000000472, 2.174462882679999]
[7217, 0.07217000000000472, 2.174455803783999]
[7218, 0.07218000000000471, 2.1744487239069987]
[7219, 0.07219000000000471, 2.174441643048999]
[7220, 0.0722000000000047, 2.1744345612099987]
[7221, 0.0722100000000047, 2.174427478389999]
[7222, 0.0722200000000047, 2.174420394588999]
[7223, 0.0722300000000047, 2.1744133098069987]
[7224, 0.07224000000000469, 2.1744062240439987]
[7225, 0.07225000000000469, 2.1743991372999987]
[7226, 0.07226000000000468, 2.174392049574999]
[7227, 0.07227000000000468, 2.174384960868999]
[7228, 0.07228000000000467, 2.1743778711819988]
[7229, 0.07229000000000467, 2.174370780513999]
[7230, 0.07230000000000467, 2.174363688864999]
[7231, 0.07231000000000466, 2.1743565962349987]
[7232, 0.07232000000000466, 2.1743495026239987]
[7233, 0.07233000000000465, 2.1743424080319986]
[7234, 0.07234000000000465, 2.174335312458999]
[7235, 0.07235000000000465, 2.174328215904999]
[7236, 0.07236000000000464, 2.1743211183699986]
[7237, 0.07237000000000464, 2.1743140198539987]
[7238, 0.07238000000000464, 2.1743069203569987]
[7239, 0.07239000000000463, 2.174299819878999]
[7240, 0.07240000000000463, 2.174292718419999]
[7241, 0.07241000000000462, 2.174285615979999]
[7242, 0.07242000000000462, 2.174278512558999]
[7243, 0.07243000000000462, 2.174271408156999]
[7244, 0.07244000000000461, 2.1742643027739987]
[7245, 0.07245000000000461, 2.174257196409999]
[7246, 0.0724600000000046, 2.1742500890649987]
[7247, 0.0724700000000046, 2.174242980738999]
[7248, 0.0724800000000046, 2.174235871431999]
[7249, 0.07249000000000459, 2.1742287611439988]
[7250, 0.07250000000000459, 2.174221649874999]
[7251, 0.07251000000000458, 2.174214537624999]
[7252, 0.07252000000000458, 2.1742074243939986]
[7253, 0.07253000000000458, 2.1742003101819987]
[7254, 0.07254000000000457, 2.1741931949889985]
[7255, 0.07255000000000457, 2.1741860788149987]
[7256, 0.07256000000000457, 2.1741789616599987]
[7257, 0.07257000000000456, 2.1741718435239985]
[7258, 0.07258000000000456, 2.1741647244069986]
[7259, 0.07259000000000455, 2.1741576043089985]
[7260, 0.07260000000000455, 2.1741504832299987]
[7261, 0.07261000000000455, 2.1741433611699987]
[7262, 0.07262000000000454, 2.1741362381289986]
[7263, 0.07263000000000454, 2.1741291141069987]
[7264, 0.07264000000000453, 2.1741219891039987]
[7265, 0.07265000000000453, 2.1741148631199985]
[7266, 0.07266000000000453, 2.1741077361549985]
[7267, 0.07267000000000452, 2.1741006082089984]
[7268, 0.07268000000000452, 2.1740934792819986]
[7269, 0.07269000000000451, 2.1740863493739986]
[7270, 0.07270000000000451, 2.1740792184849984]
[7271, 0.07271000000000451, 2.1740720866149985]
[7272, 0.0727200000000045, 2.1740649537639984]
[7273, 0.0727300000000045, 2.1740578199319986]
[7274, 0.0727400000000045, 2.1740506851189987]
[7275, 0.07275000000000449, 2.1740435493249985]
[7276, 0.07276000000000449, 2.1740364125499987]
[7277, 0.07277000000000448, 2.1740292747939987]
[7278, 0.07278000000000448, 2.1740221360569985]
[7279, 0.07279000000000448, 2.1740149963389985]
[7280, 0.07280000000000447, 2.1740078556399984]
[7281, 0.07281000000000447, 2.1740007139599986]
[7282, 0.07282000000000446, 2.1739935712989986]
[7283, 0.07283000000000446, 2.1739864276569985]
[7284, 0.07284000000000446, 2.1739792830339986]
[7285, 0.07285000000000445, 2.1739721374299985]
[7286, 0.07286000000000445, 2.1739649908449987]
[7287, 0.07287000000000445, 2.1739578432789988]
[7288, 0.07288000000000444, 2.1739506947319986]
[7289, 0.07289000000000444, 2.173943545203999]
[7290, 0.07290000000000443, 2.1739363946949988]
[7291, 0.07291000000000443, 2.1739292432049986]
[7292, 0.07292000000000443, 2.1739220907339987]
[7293, 0.07293000000000442, 2.1739149372819986]
[7294, 0.07294000000000442, 2.1739077828489988]
[7295, 0.07295000000000441, 2.173900627434999]
[7296, 0.07296000000000441, 2.1738934710399986]
[7297, 0.0729700000000044, 2.1738863136639988]
[7298, 0.0729800000000044, 2.1738791553069987]
[7299, 0.0729900000000044, 2.1738719959689985]
[7300, 0.0730000000000044, 2.1738648356499986]
[7301, 0.07301000000000439, 2.1738576743499984]
[7302, 0.07302000000000439, 2.1738505120689986]
[7303, 0.07303000000000438, 2.1738433488069986]
[7304, 0.07304000000000438, 2.1738361845639984]
[7305, 0.07305000000000438, 2.1738290193399985]
[7306, 0.07306000000000437, 2.1738218531349984]
[7307, 0.07307000000000437, 2.1738146859489986]
[7308, 0.07308000000000436, 2.1738075177819987]
[7309, 0.07309000000000436, 2.1738003486339985]
[7310, 0.07310000000000436, 2.1737931785049986]
[7311, 0.07311000000000435, 2.1737860073949986]
[7312, 0.07312000000000435, 2.1737788353039984]
[7313, 0.07313000000000434, 2.1737716622319985]
[7314, 0.07314000000000434, 2.1737644881789984]
[7315, 0.07315000000000434, 2.1737573131449985]
[7316, 0.07316000000000433, 2.1737501371299985]
[7317, 0.07317000000000433, 2.1737429601339984]
[7318, 0.07318000000000432, 2.1737357821569985]
[7319, 0.07319000000000432, 2.1737286031989984]
[7320, 0.07320000000000432, 2.1737214232599986]
[7321, 0.07321000000000431, 2.1737142423399987]
[7322, 0.07322000000000431, 2.1737070604389985]
[7323, 0.0732300000000043, 2.1736998775569987]
[7324, 0.0732400000000043, 2.1736926936939986]
[7325, 0.0732500000000043, 2.1736855088499984]
[7326, 0.0732600000000043, 2.1736783230249985]
[7327, 0.07327000000000429, 2.1736711362189984]
[7328, 0.07328000000000429, 2.1736639484319986]
[7329, 0.07329000000000428, 2.1736567596639986]
[7330, 0.07330000000000428, 2.1736495699149985]
[7331, 0.07331000000000427, 2.1736423791849986]
[7332, 0.07332000000000427, 2.1736351874739985]
[7333, 0.07333000000000427, 2.1736279947819988]
[7334, 0.07334000000000426, 2.173620801108999]
[7335, 0.07335000000000426, 2.1736136064549987]
[7336, 0.07336000000000426, 2.173606410819999]
[7337, 0.07337000000000425, 2.173599214203999]
[7338, 0.07338000000000425, 2.1735920166069986]
[7339, 0.07339000000000424, 2.1735848180289987]
[7340, 0.07340000000000424, 2.1735776184699986]
[7341, 0.07341000000000424, 2.173570417929999]
[7342, 0.07342000000000423, 2.173563216408999]
[7343, 0.07343000000000423, 2.1735560139069987]
[7344, 0.07344000000000422, 2.173548810423999]
[7345, 0.07345000000000422, 2.173541605959999]
[7346, 0.07346000000000422, 2.1735344005149986]
[7347, 0.07347000000000421, 2.1735271940889986]
[7348, 0.07348000000000421, 2.1735199866819985]
[7349, 0.0734900000000042, 2.1735127782939987]
[7350, 0.0735000000000042, 2.1735055689249987]
[7351, 0.0735100000000042, 2.1734983585749985]
[7352, 0.0735200000000042, 2.1734911472439986]
[7353, 0.07353000000000419, 2.1734839349319985]
[7354, 0.07354000000000419, 2.1734767216389987]
[7355, 0.07355000000000418, 2.1734695073649988]
[7356, 0.07356000000000418, 2.1734622921099986]
[7357, 0.07357000000000417, 2.1734550758739988]
[7358, 0.07358000000000417, 2.1734478586569987]
[7359, 0.07359000000000417, 2.1734406404589985]
[7360, 0.07360000000000416, 2.1734334212799986]
[7361, 0.07361000000000416, 2.1734262011199985]
[7362, 0.07362000000000415, 2.1734189799789987]
[7363, 0.07363000000000415, 2.1734117578569987]
[7364, 0.07364000000000415, 2.1734045347539985]
[7365, 0.07365000000000414, 2.1733973106699986]
[7366, 0.07366000000000414, 2.1733900856049986]
[7367, 0.07367000000000413, 2.173382859558999]
[7368, 0.07368000000000413, 2.173375632531999]
[7369, 0.07369000000000413, 2.1733684045239987]
[7370, 0.07370000000000412, 2.173361175534999]
[7371, 0.07371000000000412, 2.173353945564999]
[7372, 0.07372000000000412, 2.1733467146139986]
[7373, 0.07373000000000411, 2.1733394826819987]
[7374, 0.07374000000000411, 2.1733322497689986]
[7375, 0.0737500000000041, 2.173325015874999]
[7376, 0.0737600000000041, 2.173317780999999]
[7377, 0.0737700000000041, 2.1733105451439987]
[7378, 0.07378000000000409, 2.173303308306999]
[7379, 0.07379000000000409, 2.1732960704889988]
[7380, 0.07380000000000408, 2.1732888316899985]
[7381, 0.07381000000000408, 2.1732815919099986]
[7382, 0.07382000000000408, 2.1732743511489985]
[7383, 0.07383000000000407, 2.1732671094069986]
[7384, 0.07384000000000407, 2.1732598666839986]
[7385, 0.07385000000000407, 2.1732526229799984]
[7386, 0.07386000000000406, 2.1732453782949985]
[7387, 0.07387000000000406, 2.1732381326289985]
[7388, 0.07388000000000405, 2.1732308859819987]
[7389, 0.07389000000000405, 2.1732236383539987]
[7390, 0.07390000000000405, 2.1732163897449985]
[7391, 0.07391000000000404, 2.1732091401549987]
[7392, 0.07392000000000404, 2.1732018895839986]
[7393, 0.07393000000000403, 2.1731946380319984]
[7394, 0.07394000000000403, 2.1731873854989985]
[7395, 0.07395000000000403, 2.1731801319849984]
[7396, 0.07396000000000402, 2.1731728774899985]
[7397, 0.07397000000000402, 2.1731656220139985]
[7398, 0.07398000000000401, 2.1731583655569984]
[7399, 0.07399000000000401, 2.1731511081189985]
[7400, 0.07400000000000401, 2.1731438496999984]
[7401, 0.074010000000004, 2.1731365902999986]
[7402, 0.074020000000004, 2.1731293299189987]
[7403, 0.074030000000004, 2.1731220685569985]
[7404, 0.07404000000000399, 2.1731148062139987]
[7405, 0.07405000000000399, 2.1731075428899986]
[7406, 0.07406000000000398, 2.1731002785849984]
[7407, 0.07407000000000398, 2.1730930132989985]
[7408, 0.07408000000000398, 2.1730857470319984]
[7409, 0.07409000000000397, 2.1730784797839986]
[7410, 0.07410000000000397, 2.1730712115549986]
[7411, 0.07411000000000396, 2.1730639423449984]
[7412, 0.07412000000000396, 2.1730566721539986]
[7413, 0.07413000000000396, 2.1730494009819985]
[7414, 0.07414000000000395, 2.1730421288289987]
[7415, 0.07415000000000395, 2.1730348556949988]
[7416, 0.07416000000000394, 2.1730275815799986]
[7417, 0.07417000000000394, 2.173020306483999]
[7418, 0.07418000000000394, 2.173013030406999]
[7419, 0.07419000000000393, 2.1730057533489986]
[7420, 0.07420000000000393, 2.1729984753099987]
[7421, 0.07421000000000393, 2.1729911962899986]
[7422, 0.07422000000000392, 2.172983916288999]
[7423, 0.07423000000000392, 2.172976635306999]
[7424, 0.07424000000000391, 2.1729693533439987]
[7425, 0.07425000000000391, 2.172962070399999]
[7426, 0.0742600000000039, 2.1729547864749987]
[7427, 0.0742700000000039, 2.1729475015689985]
[7428, 0.0742800000000039, 2.1729402156819986]
[7429, 0.0742900000000039, 2.1729329288139985]
[7430, 0.07430000000000389, 2.1729256409649986]
[7431, 0.07431000000000389, 2.1729183521349986]
[7432, 0.07432000000000388, 2.1729110623239984]
[7433, 0.07433000000000388, 2.1729037715319985]
[7434, 0.07434000000000388, 2.1728964797589985]
[7435, 0.07435000000000387, 2.1728891870049987]
[7436, 0.07436000000000387, 2.1728818932699987]
[7437, 0.07437000000000386, 2.1728745985539986]
[7438, 0.07438000000000386, 2.1728673028569987]
[7439, 0.07439000000000386, 2.1728600061789987]
[7440, 0.07440000000000385, 2.1728527085199985]
[7441, 0.07441000000000385, 2.1728454098799985]
[7442, 0.07442000000000384, 2.1728381102589984]
[7443, 0.07443000000000384, 2.1728308096569986]
[7444, 0.07444000000000384, 2.1728235080739986]
[7445, 0.07445000000000383, 2.1728162055099984]
[7446, 0.07446000000000383, 2.1728089019649985]
[7447, 0.07447000000000382, 2.1728015974389985]
[7448, 0.07448000000000382, 2.1727942919319987]
[7449, 0.07449000000000382, 2.1727869854439987]
[7450, 0.07450000000000381, 2.1727796779749986]
[7451, 0.07451000000000381, 2.1727723695249987]
[7452, 0.0745200000000038, 2.1727650600939987]
[7453, 0.0745300000000038, 2.1727577496819985]
[7454, 0.0745400000000038, 2.1727504382889986]
[7455, 0.0745500000000038, 2.1727431259149985]
[7456, 0.07456000000000379, 2.1727358125599987]
[7457, 0.07457000000000379, 2.1727284982239987]
[7458, 0.07458000000000378, 2.1727211829069986]
[7459, 0.07459000000000378, 2.1727138666089987]
[7460, 0.07460000000000377, 2.1727065493299986]
[7461, 0.07461000000000377, 2.1726992310699984]
[7462, 0.07462000000000377, 2.1726919118289985]
[7463, 0.07463000000000376, 2.1726845916069983]
[7464, 0.07464000000000376, 2.1726772704039985]
[7465, 0.07465000000000376, 2.1726699482199985]
[7466, 0.07466000000000375, 2.1726626250549983]
[7467, 0.07467000000000375, 2.1726553009089984]
[7468, 0.07468000000000374, 2.1726479757819983]
[7469, 0.07469000000000374, 2.1726406496739985]
[7470, 0.07470000000000374, 2.1726333225849985]
[7471, 0.07471000000000373, 2.1726259945149984]
[7472, 0.07472000000000373, 2.1726186654639985]
[7473, 0.07473000000000372, 2.1726113354319985]
[7474, 0.07474000000000372, 2.1726040044189983]
[7475, 0.07475000000000372, 2.1725966724249983]
[7476, 0.07476000000000371, 2.172589339449998]
[7477, 0.07477000000000371, 2.1725820054939984]
[7478, 0.0747800000000037, 2.1725746705569984]
[7479, 0.0747900000000037, 2.172567334638998]
[7480, 0.0748000000000037, 2.1725599977399983]
[7481, 0.07481000000000369, 2.1725526598599982]
[7482, 0.07482000000000369, 2.1725453209989984]
[7483, 0.07483000000000369, 2.1725379811569985]
[7484, 0.07484000000000368, 2.1725306403339983]
[7485, 0.07485000000000368, 2.1725232985299985]
[7486, 0.07486000000000367, 2.1725159557449985]
[7487, 0.07487000000000367, 2.1725086119789982]
[7488, 0.07488000000000367, 2.1725012672319983]
[7489, 0.07489000000000366, 2.1724939215039982]
[7490, 0.07490000000000366, 2.1724865747949984]
[7491, 0.07491000000000365, 2.1724792271049984]
[7492, 0.07492000000000365, 2.1724718784339982]
[7493, 0.07493000000000365, 2.1724645287819984]
[7494, 0.07494000000000364, 2.1724571781489983]
[7495, 0.07495000000000364, 2.1724498265349985]
[7496, 0.07496000000000363, 2.1724424739399986]
[7497, 0.07497000000000363, 2.1724351203639984]
[7498, 0.07498000000000363, 2.1724277658069986]
[7499, 0.07499000000000362, 2.1724204102689986]
[7500, 0.07500000000000362, 2.1724130537499984]
[7501, 0.07501000000000362, 2.1724056962499985]
[7502, 0.07502000000000361, 2.1723983377689984]
[7503, 0.07503000000000361, 2.1723909783069986]
[7504, 0.0750400000000036, 2.1723836178639986]
[7505, 0.0750500000000036, 2.1723762564399984]
[7506, 0.0750600000000036, 2.1723688940349986]
[7507, 0.07507000000000359, 2.1723615306489985]
[7508, 0.07508000000000359, 2.1723541662819983]
[7509, 0.07509000000000358, 2.1723468009339983]
[7510, 0.07510000000000358, 2.1723394346049982]
[7511, 0.07511000000000358, 2.1723320672949984]
[7512, 0.07512000000000357, 2.1723246990039984]
[7513, 0.07513000000000357, 2.172317329731998]
[7514, 0.07514000000000357, 2.1723099594789983]
[7515, 0.07515000000000356, 2.1723025882449982]
[7516, 0.07516000000000356, 2.1722952160299984]
[7517, 0.07517000000000355, 2.1722878428339985]
[7518, 0.07518000000000355, 2.1722804686569983]
[7519, 0.07519000000000355, 2.1722730934989984]
[7520, 0.07520000000000354, 2.1722657173599984]
[7521, 0.07521000000000354, 2.172258340239998]
[7522, 0.07522000000000353, 2.1722509621389983]
[7523, 0.07523000000000353, 2.172243583056998]
[7524, 0.07524000000000353, 2.1722362029939983]
[7525, 0.07525000000000352, 2.1722288219499983]
[7526, 0.07526000000000352, 2.172221439924998]
[7527, 0.07527000000000351, 2.1722140569189983]
[7528, 0.07528000000000351, 2.172206672931998]
[7529, 0.0752900000000035, 2.1721992879639984]
[7530, 0.0753000000000035, 2.1721919020149985]
[7531, 0.0753100000000035, 2.1721845150849983]
[7532, 0.0753200000000035, 2.1721771271739985]
[7533, 0.07533000000000349, 2.1721697382819984]
[7534, 0.07534000000000349, 2.1721623484089982]
[7535, 0.07535000000000348, 2.1721549575549983]
[7536, 0.07536000000000348, 2.1721475657199982]
[7537, 0.07537000000000348, 2.1721401729039984]
[7538, 0.07538000000000347, 2.1721327791069984]
[7539, 0.07539000000000347, 2.1721253843289983]
[7540, 0.07540000000000346, 2.1721179885699984]
[7541, 0.07541000000000346, 2.1721105918299983]
[7542, 0.07542000000000346, 2.1721031941089985]
[7543, 0.07543000000000345, 2.1720957954069986]
[7544, 0.07544000000000345, 2.1720883957239985]
[7545, 0.07545000000000344, 2.1720809950599986]
[7546, 0.07546000000000344, 2.1720735934149986]
[7547, 0.07547000000000344, 2.1720661907889984]
[7548, 0.07548000000000343, 2.1720587871819985]
[7549, 0.07549000000000343, 2.1720513825939984]
[7550, 0.07550000000000343, 2.1720439770249986]
[7551, 0.07551000000000342, 2.1720365704749987]
[7552, 0.07552000000000342, 2.1720291629439985]
[7553, 0.07553000000000341, 2.1720217544319986]
[7554, 0.07554000000000341, 2.1720143449389986]
[7555, 0.0755500000000034, 2.1720069344649984]
[7556, 0.0755600000000034, 2.1719995230099984]
[7557, 0.0755700000000034, 2.1719921105739983]
[7558, 0.0755800000000034, 2.1719846971569985]
[7559, 0.07559000000000339, 2.1719772827589985]
[7560, 0.07560000000000339, 2.1719698673799983]
[7561, 0.07561000000000338, 2.1719624510199984]
[7562, 0.07562000000000338, 2.1719550336789983]
[7563, 0.07563000000000338, 2.1719476153569985]
[7564, 0.07564000000000337, 2.1719401960539986]
[7565, 0.07565000000000337, 2.1719327757699984]
[7566, 0.07566000000000336, 2.1719253545049986]
[7567, 0.07567000000000336, 2.1719179322589985]
[7568, 0.07568000000000336, 2.1719105090319983]
[7569, 0.07569000000000335, 2.1719030848239984]
[7570, 0.07570000000000335, 2.1718956596349983]
[7571, 0.07571000000000334, 2.1718882334649985]
[7572, 0.07572000000000334, 2.1718808063139985]
[7573, 0.07573000000000334, 2.1718733781819983]
[7574, 0.07574000000000333, 2.1718659490689984]
[7575, 0.07575000000000333, 2.1718585189749984]
[7576, 0.07576000000000332, 2.1718510878999986]
[7577, 0.07577000000000332, 2.1718436558439986]
[7578, 0.07578000000000332, 2.1718362228069985]
[7579, 0.07579000000000331, 2.1718287887889987]
[7580, 0.07580000000000331, 2.1718213537899986]
[7581, 0.0758100000000033, 2.1718139178099984]
[7582, 0.0758200000000033, 2.1718064808489985]
[7583, 0.0758300000000033, 2.1717990429069984]
[7584, 0.0758400000000033, 2.1717916039839986]
[7585, 0.07585000000000329, 2.1717841640799986]
[7586, 0.07586000000000329, 2.1717767231949985]
[7587, 0.07587000000000328, 2.1717692813289986]
[7588, 0.07588000000000328, 2.1717618384819986]
[7589, 0.07589000000000327, 2.1717543946539983]
[7590, 0.07590000000000327, 2.1717469498449984]
[7591, 0.07591000000000327, 2.1717395040549983]
[7592, 0.07592000000000326, 2.1717320572839984]
[7593, 0.07593000000000326, 2.1717246095319984]
[7594, 0.07594000000000325, 2.1717171607989982]
[7595, 0.07595000000000325, 2.1717097110849983]
[7596, 0.07596000000000325, 2.1717022603899983]
[7597, 0.07597000000000324, 2.1716948087139984]
[7598, 0.07598000000000324, 2.1716873560569985]
[7599, 0.07599000000000324, 2.1716799024189983]
[7600, 0.07600000000000323, 2.1716724477999985]
[7601, 0.07601000000000323, 2.1716649921999984]
[7602, 0.07602000000000322, 2.171657535618998]
[7603, 0.07603000000000322, 2.1716500780569983]
[7604, 0.07604000000000322, 2.171642619513998]
[7605, 0.07605000000000321, 2.1716351599899983]
[7606, 0.07606000000000321, 2.1716276994849983]
[7607, 0.0760700000000032, 2.171620237998998]
[7608, 0.0760800000000032, 2.1716127755319983]
[7609, 0.0760900000000032, 2.171605312083998]
[7610, 0.07610000000000319, 2.1715978476549984]
[7611, 0.07611000000000319, 2.1715903822449985]
[7612, 0.07612000000000319, 2.1715829158539983]
[7613, 0.07613000000000318, 2.1715754484819985]
[7614, 0.07614000000000318, 2.1715679801289984]
[7615, 0.07615000000000317, 2.1715605107949982]
[7616, 0.07616000000000317, 2.1715530404799983]
[7617, 0.07617000000000317, 2.171545569183998]
[7618, 0.07618000000000316, 2.1715380969069984]
[7619, 0.07619000000000316, 2.1715306236489984]
[7620, 0.07620000000000315, 2.1715231494099982]
[7621, 0.07621000000000315, 2.1715156741899984]
[7622, 0.07622000000000315, 2.1715081979889983]
[7623, 0.07623000000000314, 2.1715007208069985]
[7624, 0.07624000000000314, 2.1714932426439986]
[7625, 0.07625000000000313, 2.1714857634999984]
[7626, 0.07626000000000313, 2.1714782833749986]
[7627, 0.07627000000000313, 2.1714708022689986]
[7628, 0.07628000000000312, 2.1714633201819984]
[7629, 0.07629000000000312, 2.1714558371139985]
[7630, 0.07630000000000312, 2.1714483530649984]
[7631, 0.07631000000000311, 2.1714408680349986]
[7632, 0.07632000000000311, 2.1714333820239986]
[7633, 0.0763300000000031, 2.1714258950319985]
[7634, 0.0763400000000031, 2.1714184070589986]
[7635, 0.0763500000000031, 2.1714109181049985]
[7636, 0.07636000000000309, 2.1714034281699983]
[7637, 0.07637000000000309, 2.1713959372539984]
[7638, 0.07638000000000308, 2.1713884453569983]
[7639, 0.07639000000000308, 2.1713809524789984]
[7640, 0.07640000000000308, 2.1713734586199984]
[7641, 0.07641000000000307, 2.1713659637799982]
[7642, 0.07642000000000307, 2.1713584679589983]
[7643, 0.07643000000000306, 2.1713509711569983]
[7644, 0.07644000000000306, 2.1713434733739985]
[7645, 0.07645000000000306, 2.1713359746099985]
[7646, 0.07646000000000305, 2.1713284748649984]
[7647, 0.07647000000000305, 2.1713209741389985]
[7648, 0.07648000000000305, 2.1713134724319985]
[7649, 0.07649000000000304, 2.1713059697439983]
[7650, 0.07650000000000304, 2.1712984660749983]
[7651, 0.07651000000000303, 2.1712909614249982]
[7652, 0.07652000000000303, 2.1712834557939984]
[7653, 0.07653000000000303, 2.1712759491819984]
[7654, 0.07654000000000302, 2.1712684415889982]
[7655, 0.07655000000000302, 2.1712609330149983]
[7656, 0.07656000000000301, 2.1712534234599983]
[7657, 0.07657000000000301, 2.1712459129239985]
[7658, 0.076580000000003, 2.1712384014069985]
[7659, 0.076590000000003, 2.1712308889089984]
[7660, 0.076600000000003, 2.1712233754299985]
[7661, 0.076610000000003, 2.1712158609699985]
[7662, 0.07662000000000299, 2.1712083455289983]
[7663, 0.07663000000000299, 2.1712008291069984]
[7664, 0.07664000000000298, 2.1711933117039983]
[7665, 0.07665000000000298, 2.1711857933199985]
[7666, 0.07666000000000298, 2.1711782739549985]
[7667, 0.07667000000000297, 2.1711707536089984]
[7668, 0.07668000000000297, 2.1711632322819985]
[7669, 0.07669000000000296, 2.1711557099739984]
[7670, 0.07670000000000296, 2.171148186684998]
[7671, 0.07671000000000296, 2.1711406624149983]
[7672, 0.07672000000000295, 2.171133137163998]
[7673, 0.07673000000000295, 2.1711256109319983]
[7674, 0.07674000000000294, 2.1711180837189983]
[7675, 0.07675000000000294, 2.171110555524998]
[7676, 0.07676000000000294, 2.171103026349998]
[7677, 0.07677000000000293, 2.171095496193998]
[7678, 0.07678000000000293, 2.1710879650569983]
[7679, 0.07679000000000293, 2.1710804329389983]
[7680, 0.07680000000000292, 2.171072899839998]
[7681, 0.07681000000000292, 2.1710653657599983]
[7682, 0.07682000000000291, 2.1710578306989983]
[7683, 0.07683000000000291, 2.171050294656998]
[7684, 0.0768400000000029, 2.171042757633998]
[7685, 0.0768500000000029, 2.171035219629998]
[7686, 0.0768600000000029, 2.171027680644998]
[7687, 0.0768700000000029, 2.171020140678998]
[7688, 0.07688000000000289, 2.171012599731998]
[7689, 0.07689000000000289, 2.171005057803998]
[7690, 0.07690000000000288, 2.170997514894998]
[7691, 0.07691000000000288, 2.1709899710049982]
[7692, 0.07692000000000287, 2.1709824261339983]
[7693, 0.07693000000000287, 2.170974880281998]
[7694, 0.07694000000000287, 2.1709673334489983]
[7695, 0.07695000000000286, 2.1709597856349983]
[7696, 0.07696000000000286, 2.170952236839998]
[7697, 0.07697000000000286, 2.170944687063998]
[7698, 0.07698000000000285, 2.170937136306998]
[7699, 0.07699000000000285, 2.170929584568998]
[7700, 0.07700000000000284, 2.170922031849998]
[7701, 0.07701000000000284, 2.170914478149998]
[7702, 0.07702000000000284, 2.170906923468998]
[7703, 0.07703000000000283, 2.170899367806998]
[7704, 0.07704000000000283, 2.1708918111639983]
[7705, 0.07705000000000282, 2.1708842535399984]
[7706, 0.07706000000000282, 2.1708766949349982]
[7707, 0.07707000000000282, 2.1708691353489984]
[7708, 0.07708000000000281, 2.1708615747819984]
[7709, 0.07709000000000281, 2.170854013233998]
[7710, 0.0771000000000028, 2.1708464507049983]
[7711, 0.0771100000000028, 2.170838887194998]
[7712, 0.0771200000000028, 2.1708313227039984]
[7713, 0.0771300000000028, 2.1708237572319984]
[7714, 0.07714000000000279, 2.1708161907789982]
[7715, 0.07715000000000279, 2.1708086233449984]
[7716, 0.07716000000000278, 2.1708010549299983]
[7717, 0.07717000000000278, 2.170793485533998]
[7718, 0.07718000000000277, 2.170785915156998]
[7719, 0.07719000000000277, 2.170778343798998]
[7720, 0.07720000000000277, 2.170770771459998]
[7721, 0.07721000000000276, 2.170763198139998]
[7722, 0.07722000000000276, 2.170755623838998]
[7723, 0.07723000000000275, 2.170748048556998]
[7724, 0.07724000000000275, 2.170740472293998]
[7725, 0.07725000000000275, 2.1707328950499982]
[7726, 0.07726000000000274, 2.1707253168249983]
[7727, 0.07727000000000274, 2.170717737618998]
[7728, 0.07728000000000274, 2.1707101574319982]
