['n', 't', 'd']
[52153, 0.5215300000002613, 0.8658972629313046]
[52154, 0.5215400000002612, 0.8658461008383046]
[52155, 0.5215500000002612, 0.8657949377643046]
[52156, 0.5215600000002611, 0.8657437737093046]
[52157, 0.5215700000002611, 0.8656926086733046]
[52158, 0.5215800000002611, 0.8656414426563045]
[52159, 0.521590000000261, 0.8655902756583045]
[52160, 0.521600000000261, 0.8655391076793044]
[52161, 0.5216100000002609, 0.8654879387193044]
[52162, 0.5216200000002609, 0.8654367687783043]
[52163, 0.5216300000002608, 0.8653855978563043]
[52164, 0.5216400000002608, 0.8653344259533042]
[52165, 0.5216500000002607, 0.8652832530693042]
[52166, 0.5216600000002607, 0.8652320792043042]
[52167, 0.5216700000002606, 0.8651809043583042]
[52168, 0.5216800000002606, 0.8651297285313042]
[52169, 0.5216900000002606, 0.8650785517233042]
[52170, 0.5217000000002605, 0.8650273739343042]
[52171, 0.5217100000002605, 0.8649761951643041]
[52172, 0.5217200000002604, 0.8649250154133041]
[52173, 0.5217300000002604, 0.8648738346813041]
[52174, 0.5217400000002603, 0.8648226529683041]
[52175, 0.5217500000002603, 0.864771470274304]
[52176, 0.5217600000002602, 0.864720286599304]
[52177, 0.5217700000002602, 0.8646691019433039]
[52178, 0.5217800000002601, 0.8646179163063039]
[52179, 0.5217900000002601, 0.8645667296883038]
[52180, 0.5218000000002601, 0.8645155420893038]
[52181, 0.52181000000026, 0.8644643535093038]
[52182, 0.52182000000026, 0.8644131639483038]
[52183, 0.5218300000002599, 0.8643619734063038]
[52184, 0.5218400000002599, 0.8643107818833038]
[52185, 0.5218500000002598, 0.8642595893793038]
[52186, 0.5218600000002598, 0.8642083958943038]
[52187, 0.5218700000002597, 0.8641572014283038]
[52188, 0.5218800000002597, 0.8641060059813037]
[52189, 0.5218900000002596, 0.8640548095533037]
[52190, 0.5219000000002596, 0.8640036121443037]
[52191, 0.5219100000002596, 0.8639524137543036]
[52192, 0.5219200000002595, 0.8639012143833036]
[52193, 0.5219300000002595, 0.8638500140313036]
[52194, 0.5219400000002594, 0.8637988126983035]
[52195, 0.5219500000002594, 0.8637476103843035]
[52196, 0.5219600000002593, 0.8636964070893034]
[52197, 0.5219700000002593, 0.8636452028133034]
[52198, 0.5219800000002592, 0.8635939975563034]
[52199, 0.5219900000002592, 0.8635427913183034]
[52200, 0.5220000000002591, 0.8634915840993034]
[52201, 0.5220100000002591, 0.8634403758993033]
[52202, 0.522020000000259, 0.8633891667183033]
[52203, 0.522030000000259, 0.8633379565563033]
[52204, 0.522040000000259, 0.8632867454133033]
[52205, 0.5220500000002589, 0.8632355332893032]
[52206, 0.5220600000002589, 0.8631843201843032]
[52207, 0.5220700000002588, 0.8631331060983032]
[52208, 0.5220800000002588, 0.8630818910313032]
[52209, 0.5220900000002587, 0.8630306749833031]
[52210, 0.5221000000002587, 0.8629794579543031]
[52211, 0.5221100000002586, 0.862928239944303]
[52212, 0.5221200000002586, 0.862877020953303]
[52213, 0.5221300000002586, 0.862825800981303]
[52214, 0.5221400000002585, 0.862774580028303]
[52215, 0.5221500000002585, 0.862723358094303]
[52216, 0.5221600000002584, 0.862672135179303]
[52217, 0.5221700000002584, 0.862620911283303]
[52218, 0.5221800000002583, 0.8625696864063029]
[52219, 0.5221900000002583, 0.862518460548303]
[52220, 0.5222000000002582, 0.8624672337093029]
[52221, 0.5222100000002582, 0.8624160058893029]
[52222, 0.5222200000002581, 0.8623647770883028]
[52223, 0.5222300000002581, 0.8623135473063028]
[52224, 0.522240000000258, 0.8622623165433028]
[52225, 0.522250000000258, 0.8622110847993028]
[52226, 0.522260000000258, 0.8621598520743027]
[52227, 0.5222700000002579, 0.8621086183683027]
[52228, 0.5222800000002579, 0.8620573836813026]
[52229, 0.5222900000002578, 0.8620061480133026]
[52230, 0.5223000000002578, 0.8619549113643026]
[52231, 0.5223100000002577, 0.8619036737343025]
[52232, 0.5223200000002577, 0.8618524351233026]
[52233, 0.5223300000002576, 0.8618011955313025]
[52234, 0.5223400000002576, 0.8617499549583025]
[52235, 0.5223500000002576, 0.8616987134043025]
[52236, 0.5223600000002575, 0.8616474708693025]
[52237, 0.5223700000002575, 0.8615962273533024]
[52238, 0.5223800000002574, 0.8615449828563024]
[52239, 0.5223900000002574, 0.8614937373783024]
[52240, 0.5224000000002573, 0.8614424909193024]
[52241, 0.5224100000002573, 0.8613912434793023]
[52242, 0.5224200000002572, 0.8613399950583023]
[52243, 0.5224300000002572, 0.8612887456563022]
[52244, 0.5224400000002571, 0.8612374952733022]
[52245, 0.5224500000002571, 0.8611862439093022]
[52246, 0.522460000000257, 0.8611349915643022]
[52247, 0.522470000000257, 0.8610837382383022]
[52248, 0.522480000000257, 0.8610324839313022]
[52249, 0.5224900000002569, 0.8609812286433022]
[52250, 0.5225000000002569, 0.8609299723743021]
[52251, 0.5225100000002568, 0.8608787151243021]
[52252, 0.5225200000002568, 0.8608274568933021]
[52253, 0.5225300000002567, 0.8607761976813021]
[52254, 0.5225400000002567, 0.860724937488302]
[52255, 0.5225500000002566, 0.860673676314302]
[52256, 0.5225600000002566, 0.860622414159302]
[52257, 0.5225700000002566, 0.860571151023302]
[52258, 0.5225800000002565, 0.8605198869063019]
[52259, 0.5225900000002565, 0.8604686218083019]
[52260, 0.5226000000002564, 0.8604173557293018]
[52261, 0.5226100000002564, 0.8603660886693018]
[52262, 0.5226200000002563, 0.8603148206283018]
[52263, 0.5226300000002563, 0.8602635516063017]
[52264, 0.5226400000002562, 0.8602122816033018]
[52265, 0.5226500000002562, 0.8601610106193017]
[52266, 0.5226600000002561, 0.8601097386543017]
[52267, 0.5226700000002561, 0.8600584657083017]
[52268, 0.522680000000256, 0.8600071917813017]
[52269, 0.522690000000256, 0.8599559168733016]
[52270, 0.522700000000256, 0.8599046409843016]
[52271, 0.5227100000002559, 0.8598533641143016]
[52272, 0.5227200000002559, 0.8598020862633016]
[52273, 0.5227300000002558, 0.8597508074313015]
[52274, 0.5227400000002558, 0.8596995276183015]
[52275, 0.5227500000002557, 0.8596482468243014]
[52276, 0.5227600000002557, 0.8595969650493014]
[52277, 0.5227700000002556, 0.8595456822933014]
[52278, 0.5227800000002556, 0.8594943985563014]
[52279, 0.5227900000002556, 0.8594431138383014]
[52280, 0.5228000000002555, 0.8593918281393014]
[52281, 0.5228100000002555, 0.8593405414593014]
[52282, 0.5228200000002554, 0.8592892537983013]
[52283, 0.5228300000002554, 0.8592379651563014]
[52284, 0.5228400000002553, 0.8591866755333013]
[52285, 0.5228500000002553, 0.8591353849293013]
[52286, 0.5228600000002552, 0.8590840933443012]
[52287, 0.5228700000002552, 0.8590328007783012]
[52288, 0.5228800000002551, 0.8589815072313012]
[52289, 0.5228900000002551, 0.8589302127033012]
[52290, 0.522900000000255, 0.8588789171943011]
[52291, 0.522910000000255, 0.8588276207043011]
[52292, 0.522920000000255, 0.858776323233301]
[52293, 0.5229300000002549, 0.858725024781301]
[52294, 0.5229400000002549, 0.858673725348301]
[52295, 0.5229500000002548, 0.858622424934301]
[52296, 0.5229600000002548, 0.858571123539301]
[52297, 0.5229700000002547, 0.858519821163301]
[52298, 0.5229800000002547, 0.858468517806301]
[52299, 0.5229900000002546, 0.8584172134683009]
[52300, 0.5230000000002546, 0.8583659081493009]
[52301, 0.5230100000002545, 0.8583146018493009]
[52302, 0.5230200000002545, 0.8582632945683009]
[52303, 0.5230300000002545, 0.8582119863063008]
[52304, 0.5230400000002544, 0.8581606770633008]
[52305, 0.5230500000002544, 0.8581093668393007]
[52306, 0.5230600000002543, 0.8580580556343007]
[52307, 0.5230700000002543, 0.8580067434483006]
[52308, 0.5230800000002542, 0.8579554302813006]
[52309, 0.5230900000002542, 0.8579041161333006]
[52310, 0.5231000000002541, 0.8578528010043006]
[52311, 0.5231100000002541, 0.8578014848943006]
[52312, 0.523120000000254, 0.8577501678033006]
[52313, 0.523130000000254, 0.8576988497313006]
[52314, 0.523140000000254, 0.8576475306783006]
[52315, 0.5231500000002539, 0.8575962106443006]
[52316, 0.5231600000002539, 0.8575448896293005]
[52317, 0.5231700000002538, 0.8574935676333005]
[52318, 0.5231800000002538, 0.8574422446563005]
[52319, 0.5231900000002537, 0.8573909206983005]
[52320, 0.5232000000002537, 0.8573395957593004]
[52321, 0.5232100000002536, 0.8572882698393004]
[52322, 0.5232200000002536, 0.8572369429383003]
[52323, 0.5232300000002535, 0.8571856150563003]
[52324, 0.5232400000002535, 0.8571342861933002]
[52325, 0.5232500000002535, 0.8570829563493002]
[52326, 0.5232600000002534, 0.8570316255243002]
[52327, 0.5232700000002534, 0.8569802937183002]
[52328, 0.5232800000002533, 0.8569289609313002]
[52329, 0.5232900000002533, 0.8568776271633002]
[52330, 0.5233000000002532, 0.8568262924143002]
[52331, 0.5233100000002532, 0.8567749566843001]
[52332, 0.5233200000002531, 0.8567236199733002]
[52333, 0.5233300000002531, 0.8566722822813001]
[52334, 0.523340000000253, 0.8566209436083001]
[52335, 0.523350000000253, 0.8565696039543]
[52336, 0.523360000000253, 0.8565182633193]
[52337, 0.5233700000002529, 0.8564669217033]
[52338, 0.5233800000002529, 0.8564155791063]
[52339, 0.5233900000002528, 0.8563642355282999]
[52340, 0.5234000000002528, 0.8563128909692999]
[52341, 0.5234100000002527, 0.8562615454292999]
[52342, 0.5234200000002527, 0.8562101989082999]
[52343, 0.5234300000002526, 0.8561588514062999]
[52344, 0.5234400000002526, 0.8561075029232998]
[52345, 0.5234500000002525, 0.8560561534592999]
[52346, 0.5234600000002525, 0.8560048030142998]
[52347, 0.5234700000002525, 0.8559534515882998]
[52348, 0.5234800000002524, 0.8559020991812998]
[52349, 0.5234900000002524, 0.8558507457932998]
[52350, 0.5235000000002523, 0.8557993914242997]
[52351, 0.5235100000002523, 0.8557480360742997]
[52352, 0.5235200000002522, 0.8556966797432997]
[52353, 0.5235300000002522, 0.8556453224312996]
[52354, 0.5235400000002521, 0.8555939641382996]
[52355, 0.5235500000002521, 0.8555426048642996]
[52356, 0.523560000000252, 0.8554912446092995]
[52357, 0.523570000000252, 0.8554398833732995]
[52358, 0.523580000000252, 0.8553885211562995]
[52359, 0.5235900000002519, 0.8553371579582995]
[52360, 0.5236000000002519, 0.8552857937792995]
[52361, 0.5236100000002518, 0.8552344286192994]
[52362, 0.5236200000002518, 0.8551830624782994]
[52363, 0.5236300000002517, 0.8551316953562994]
[52364, 0.5236400000002517, 0.8550803272532994]
[52365, 0.5236500000002516, 0.8550289581692994]
[52366, 0.5236600000002516, 0.8549775881042994]
[52367, 0.5236700000002515, 0.8549262170582993]
[52368, 0.5236800000002515, 0.8548748450312993]
[52369, 0.5236900000002515, 0.8548234720232992]
[52370, 0.5237000000002514, 0.8547720980342992]
[52371, 0.5237100000002514, 0.8547207230642991]
[52372, 0.5237200000002513, 0.8546693471132991]
[52373, 0.5237300000002513, 0.854617970181299]
[52374, 0.5237400000002512, 0.854566592268299]
[52375, 0.5237500000002512, 0.854515213374299]
[52376, 0.5237600000002511, 0.854463833499299]
[52377, 0.5237700000002511, 0.854412452643299]
[52378, 0.523780000000251, 0.854361070806299]
[52379, 0.523790000000251, 0.854309687988299]
[52380, 0.523800000000251, 0.8542583041892989]
[52381, 0.5238100000002509, 0.8542069194092989]
[52382, 0.5238200000002509, 0.8541555336482989]
[52383, 0.5238300000002508, 0.8541041469062989]
[52384, 0.5238400000002508, 0.8540527591832988]
[52385, 0.5238500000002507, 0.8540013704792988]
[52386, 0.5238600000002507, 0.8539499807942987]
[52387, 0.5238700000002506, 0.8538985901282987]
[52388, 0.5238800000002506, 0.8538471984812986]
[52389, 0.5238900000002505, 0.8537958058532986]
[52390, 0.5239000000002505, 0.8537444122442986]
[52391, 0.5239100000002505, 0.8536930176542986]
[52392, 0.5239200000002504, 0.8536416220832986]
[52393, 0.5239300000002504, 0.8535902255312986]
[52394, 0.5239400000002503, 0.8535388279982986]
[52395, 0.5239500000002503, 0.8534874294842986]
[52396, 0.5239600000002502, 0.8534360299892986]
[52397, 0.5239700000002502, 0.8533846295132985]
[52398, 0.5239800000002501, 0.8533332280562985]
[52399, 0.5239900000002501, 0.8532818256182985]
[52400, 0.52400000000025, 0.8532304221992985]
[52401, 0.52401000000025, 0.8531790177992984]
[52402, 0.52402000000025, 0.8531276124182984]
[52403, 0.5240300000002499, 0.8530762060562983]
[52404, 0.5240400000002499, 0.8530247987132983]
[52405, 0.5240500000002498, 0.8529733903892982]
[52406, 0.5240600000002498, 0.8529219810842982]
[52407, 0.5240700000002497, 0.8528705707982982]
[52408, 0.5240800000002497, 0.8528191595312982]
[52409, 0.5240900000002496, 0.8527677472832982]
[52410, 0.5241000000002496, 0.8527163340542981]
[52411, 0.5241100000002495, 0.8526649198442982]
[52412, 0.5241200000002495, 0.8526135046532981]
[52413, 0.5241300000002495, 0.8525620884812981]
[52414, 0.5241400000002494, 0.852510671328298]
[52415, 0.5241500000002494, 0.852459253194298]
[52416, 0.5241600000002493, 0.852407834079298]
[52417, 0.5241700000002493, 0.852356413983298]
[52418, 0.5241800000002492, 0.8523049929062979]
[52419, 0.5241900000002492, 0.8522535708482979]
[52420, 0.5242000000002491, 0.8522021478092978]
[52421, 0.5242100000002491, 0.8521507237892978]
[52422, 0.524220000000249, 0.8520992987882978]
[52423, 0.524230000000249, 0.8520478728062978]
[52424, 0.524240000000249, 0.8519964458432978]
[52425, 0.5242500000002489, 0.8519450178992978]
[52426, 0.5242600000002489, 0.8518935889742978]
[52427, 0.5242700000002488, 0.8518421590682977]
[52428, 0.5242800000002488, 0.8517907281812978]
[52429, 0.5242900000002487, 0.8517392963132977]
[52430, 0.5243000000002487, 0.8516878634642977]
[52431, 0.5243100000002486, 0.8516364296342976]
[52432, 0.5243200000002486, 0.8515849948232976]
[52433, 0.5243300000002485, 0.8515335590312976]
[52434, 0.5243400000002485, 0.8514821222582976]
[52435, 0.5243500000002485, 0.8514306845042975]
[52436, 0.5243600000002484, 0.8513792457692975]
[52437, 0.5243700000002484, 0.8513278060532974]
[52438, 0.5243800000002483, 0.8512763653562974]
[52439, 0.5243900000002483, 0.8512249236782974]
[52440, 0.5244000000002482, 0.8511734810192974]
[52441, 0.5244100000002482, 0.8511220373792974]
[52442, 0.5244200000002481, 0.8510705927582973]
[52443, 0.5244300000002481, 0.8510191471562973]
[52444, 0.524440000000248, 0.8509677005732973]
[52445, 0.524450000000248, 0.8509162530092973]
[52446, 0.524460000000248, 0.8508648044642972]
[52447, 0.5244700000002479, 0.8508133549382972]
[52448, 0.5244800000002479, 0.8507619044312972]
[52449, 0.5244900000002478, 0.8507104529432972]
[52450, 0.5245000000002478, 0.8506590004742971]
[52451, 0.5245100000002477, 0.8506075470242971]
[52452, 0.5245200000002477, 0.850556092593297]
[52453, 0.5245300000002476, 0.850504637181297]
[52454, 0.5245400000002476, 0.850453180788297]
[52455, 0.5245500000002475, 0.850401723414297]
[52456, 0.5245600000002475, 0.850350265059297]
[52457, 0.5245700000002474, 0.850298805723297]
[52458, 0.5245800000002474, 0.850247345406297]
[52459, 0.5245900000002474, 0.8501958841082969]
[52460, 0.5246000000002473, 0.850144421829297]
[52461, 0.5246100000002473, 0.8500929585692969]
[52462, 0.5246200000002472, 0.8500414943282969]
[52463, 0.5246300000002472, 0.8499900291062968]
[52464, 0.5246400000002471, 0.8499385629032968]
[52465, 0.5246500000002471, 0.8498870957192968]
[52466, 0.524660000000247, 0.8498356275542968]
[52467, 0.524670000000247, 0.8497841584082967]
[52468, 0.524680000000247, 0.8497326882812967]
[52469, 0.5246900000002469, 0.8496812171732966]
[52470, 0.5247000000002469, 0.8496297450842966]
[52471, 0.5247100000002468, 0.8495782720142966]
[52472, 0.5247200000002468, 0.8495267979632966]
[52473, 0.5247300000002467, 0.8494753229312966]
[52474, 0.5247400000002467, 0.8494238469182965]
[52475, 0.5247500000002466, 0.8493723699242965]
[52476, 0.5247600000002466, 0.8493208919492965]
[52477, 0.5247700000002465, 0.8492694129932965]
[52478, 0.5247800000002465, 0.8492179330562964]
[52479, 0.5247900000002464, 0.8491664521382964]
[52480, 0.5248000000002464, 0.8491149702392964]
[52481, 0.5248100000002464, 0.8490634873592964]
[52482, 0.5248200000002463, 0.8490120034982963]
[52483, 0.5248300000002463, 0.8489605186562963]
[52484, 0.5248400000002462, 0.8489090328332962]
[52485, 0.5248500000002462, 0.8488575460292962]
[52486, 0.5248600000002461, 0.8488060582442962]
[52487, 0.5248700000002461, 0.8487545694782962]
[52488, 0.524880000000246, 0.8487030797312962]
[52489, 0.524890000000246, 0.8486515890032962]
[52490, 0.524900000000246, 0.8486000972942962]
[52491, 0.5249100000002459, 0.8485486046042962]
[52492, 0.5249200000002459, 0.8484971109332962]
[52493, 0.5249300000002458, 0.8484456162812961]
[52494, 0.5249400000002458, 0.8483941206482961]
[52495, 0.5249500000002457, 0.8483426240342961]
[52496, 0.5249600000002457, 0.848291126439296]
[52497, 0.5249700000002456, 0.848239627863296]
[52498, 0.5249800000002456, 0.848188128306296]
[52499, 0.5249900000002455, 0.8481366277682959]
[52500, 0.5250000000002455, 0.8480851262492959]
[52501, 0.5250100000002454, 0.8480336237492958]
[52502, 0.5250200000002454, 0.8479821202682958]
[52503, 0.5250300000002454, 0.8479306158062958]
[52504, 0.5250400000002453, 0.8478791103632958]
[52505, 0.5250500000002453, 0.8478276039392958]
[52506, 0.5250600000002452, 0.8477760965342958]
[52507, 0.5250700000002452, 0.8477245881482958]
[52508, 0.5250800000002451, 0.8476730787812957]
[52509, 0.5250900000002451, 0.8476215684332957]
[52510, 0.525100000000245, 0.8475700571042957]
[52511, 0.525110000000245, 0.8475185447942957]
[52512, 0.525120000000245, 0.8474670315032956]
[52513, 0.5251300000002449, 0.8474155172312956]
[52514, 0.5251400000002449, 0.8473640019782955]
[52515, 0.5251500000002448, 0.8473124857442955]
[52516, 0.5251600000002448, 0.8472609685292954]
[52517, 0.5251700000002447, 0.8472094503332954]
[52518, 0.5251800000002447, 0.8471579311562955]
[52519, 0.5251900000002446, 0.8471064109982954]
[52520, 0.5252000000002446, 0.8470548898592954]
[52521, 0.5252100000002445, 0.8470033677392954]
[52522, 0.5252200000002445, 0.8469518446382954]
[52523, 0.5252300000002444, 0.8469003205562954]
[52524, 0.5252400000002444, 0.8468487954932954]
[52525, 0.5252500000002444, 0.8467972694492953]
[52526, 0.5252600000002443, 0.8467457424242953]
[52527, 0.5252700000002443, 0.8466942144182953]
[52528, 0.5252800000002442, 0.8466426854312953]
[52529, 0.5252900000002442, 0.8465911554632952]
[52530, 0.5253000000002441, 0.8465396245142952]
[52531, 0.5253100000002441, 0.8464880925842951]
[52532, 0.525320000000244, 0.8464365596732951]
[52533, 0.525330000000244, 0.846385025781295]
[52534, 0.525340000000244, 0.846333490908295]
[52535, 0.5253500000002439, 0.846281955054295]
[52536, 0.5253600000002439, 0.846230418219295]
[52537, 0.5253700000002438, 0.846178880403295]
[52538, 0.5253800000002438, 0.846127341606295]
[52539, 0.5253900000002437, 0.846075801828295]
[52540, 0.5254000000002437, 0.846024261069295]
[52541, 0.5254100000002436, 0.845972719329295]
[52542, 0.5254200000002436, 0.8459211766082949]
[52543, 0.5254300000002435, 0.8458696329062949]
[52544, 0.5254400000002435, 0.8458180882232949]
[52545, 0.5254500000002434, 0.8457665425592948]
[52546, 0.5254600000002434, 0.8457149959142948]
[52547, 0.5254700000002434, 0.8456634482882948]
[52548, 0.5254800000002433, 0.8456118996812947]
[52549, 0.5254900000002433, 0.8455603500932947]
[52550, 0.5255000000002432, 0.8455087995242947]
[52551, 0.5255100000002432, 0.8454572479742947]
[52552, 0.5255200000002431, 0.8454056954432947]
[52553, 0.5255300000002431, 0.8453541419312947]
[52554, 0.525540000000243, 0.8453025874382947]
[52555, 0.525550000000243, 0.8452510319642946]
[52556, 0.5255600000002429, 0.8451994755092946]
[52557, 0.5255700000002429, 0.8451479180732946]
[52558, 0.5255800000002429, 0.8450963596562946]
[52559, 0.5255900000002428, 0.8450448002582945]
[52560, 0.5256000000002428, 0.8449932398792945]
[52561, 0.5256100000002427, 0.8449416785192945]
[52562, 0.5256200000002427, 0.8448901161782945]
[52563, 0.5256300000002426, 0.8448385528562944]
[52564, 0.5256400000002426, 0.8447869885532944]
[52565, 0.5256500000002425, 0.8447354232692943]
[52566, 0.5256600000002425, 0.8446838570042943]
[52567, 0.5256700000002424, 0.8446322897582943]
[52568, 0.5256800000002424, 0.8445807215312943]
[52569, 0.5256900000002424, 0.8445291523232943]
[52570, 0.5257000000002423, 0.8444775821342942]
[52571, 0.5257100000002423, 0.8444260109642943]
[52572, 0.5257200000002422, 0.8443744388132942]
[52573, 0.5257300000002422, 0.8443228656812942]
[52574, 0.5257400000002421, 0.8442712915682942]
[52575, 0.5257500000002421, 0.8442197164742942]
[52576, 0.525760000000242, 0.8441681403992941]
[52577, 0.525770000000242, 0.8441165633432941]
[52578, 0.5257800000002419, 0.844064985306294]
[52579, 0.5257900000002419, 0.844013406288294]
[52580, 0.5258000000002419, 0.843961826289294]
[52581, 0.5258100000002418, 0.8439102453092939]
[52582, 0.5258200000002418, 0.843858663348294]
[52583, 0.5258300000002417, 0.8438070804062939]
[52584, 0.5258400000002417, 0.843755496483294]
[52585, 0.5258500000002416, 0.8437039115792939]
[52586, 0.5258600000002416, 0.8436523256942939]
[52587, 0.5258700000002415, 0.8436007388282939]
[52588, 0.5258800000002415, 0.8435491509812939]
[52589, 0.5258900000002414, 0.8434975621532939]
[52590, 0.5259000000002414, 0.8434459723442939]
[52591, 0.5259100000002414, 0.8433943815542938]
[52592, 0.5259200000002413, 0.8433427897832938]
[52593, 0.5259300000002413, 0.8432911970312937]
[52594, 0.5259400000002412, 0.8432396032982937]
[52595, 0.5259500000002412, 0.8431880085842937]
[52596, 0.5259600000002411, 0.8431364128892936]
[52597, 0.5259700000002411, 0.8430848162132936]
[52598, 0.525980000000241, 0.8430332185562935]
[52599, 0.525990000000241, 0.8429816199182936]
[52600, 0.5260000000002409, 0.8429300202992935]
[52601, 0.5260100000002409, 0.8428784196992936]
[52602, 0.5260200000002409, 0.8428268181182935]
[52603, 0.5260300000002408, 0.8427752155562935]
[52604, 0.5260400000002408, 0.8427236120132935]
[52605, 0.5260500000002407, 0.8426720074892935]
[52606, 0.5260600000002407, 0.8426204019842934]
[52607, 0.5260700000002406, 0.8425687954982934]
[52608, 0.5260800000002406, 0.8425171880312934]
[52609, 0.5260900000002405, 0.8424655795832934]
[52610, 0.5261000000002405, 0.8424139701542933]
[52611, 0.5261100000002404, 0.8423623597442933]
[52612, 0.5261200000002404, 0.8423107483532932]
[52613, 0.5261300000002403, 0.8422591359812932]
[52614, 0.5261400000002403, 0.8422075226282932]
[52615, 0.5261500000002403, 0.8421559082942932]
[52616, 0.5261600000002402, 0.8421042929792932]
[52617, 0.5261700000002402, 0.8420526766832932]
[52618, 0.5261800000002401, 0.8420010594062932]
[52619, 0.5261900000002401, 0.8419494411482932]
[52620, 0.52620000000024, 0.8418978219092932]
[52621, 0.52621000000024, 0.8418462016892931]
[52622, 0.5262200000002399, 0.8417945804882931]
[52623, 0.5262300000002399, 0.8417429583062931]
[52624, 0.5262400000002398, 0.8416913351432931]
[52625, 0.5262500000002398, 0.841639710999293]
[52626, 0.5262600000002398, 0.841588085874293]
[52627, 0.5262700000002397, 0.8415364597682929]
[52628, 0.5262800000002397, 0.8414848326812929]
[52629, 0.5262900000002396, 0.8414332046132929]
[52630, 0.5263000000002396, 0.8413815755642928]
[52631, 0.5263100000002395, 0.8413299455342929]
[52632, 0.5263200000002395, 0.8412783145232928]
[52633, 0.5263300000002394, 0.8412266825312928]
[52634, 0.5263400000002394, 0.8411750495582928]
[52635, 0.5263500000002393, 0.8411234156042928]
[52636, 0.5263600000002393, 0.8410717806692928]
[52637, 0.5263700000002393, 0.8410201447532928]
[52638, 0.5263800000002392, 0.8409685078562927]
[52639, 0.5263900000002392, 0.8409168699782927]
[52640, 0.5264000000002391, 0.8408652311192927]
[52641, 0.5264100000002391, 0.8408135912792927]
[52642, 0.526420000000239, 0.8407619504582926]
[52643, 0.526430000000239, 0.8407103086562926]
[52644, 0.5264400000002389, 0.8406586658732925]
[52645, 0.5264500000002389, 0.8406070221092925]
[52646, 0.5264600000002388, 0.8405553773642925]
[52647, 0.5264700000002388, 0.8405037316382925]
[52648, 0.5264800000002388, 0.8404520849312925]
[52649, 0.5264900000002387, 0.8404004372432925]
[52650, 0.5265000000002387, 0.8403487885742925]
[52651, 0.5265100000002386, 0.8402971389242925]
[52652, 0.5265200000002386, 0.8402454882932925]
[52653, 0.5265300000002385, 0.8401938366812924]
[52654, 0.5265400000002385, 0.8401421840882924]
[52655, 0.5265500000002384, 0.8400905305142924]
[52656, 0.5265600000002384, 0.8400388759592924]
[52657, 0.5265700000002383, 0.8399872204232923]
[52658, 0.5265800000002383, 0.8399355639062923]
[52659, 0.5265900000002383, 0.8398839064082922]
[52660, 0.5266000000002382, 0.8398322479292922]
[52661, 0.5266100000002382, 0.8397805884692922]
[52662, 0.5266200000002381, 0.8397289280282921]
[52663, 0.5266300000002381, 0.8396772666062922]
[52664, 0.526640000000238, 0.8396256042032921]
[52665, 0.526650000000238, 0.8395739408192922]
[52666, 0.5266600000002379, 0.8395222764542921]
[52667, 0.5266700000002379, 0.8394706111082921]
[52668, 0.5266800000002378, 0.8394189447812921]
[52669, 0.5266900000002378, 0.8393672774732921]
[52670, 0.5267000000002378, 0.839315609184292]
[52671, 0.5267100000002377, 0.839263939914292]
[52672, 0.5267200000002377, 0.839212269663292]
[52673, 0.5267300000002376, 0.839160598431292]
[52674, 0.5267400000002376, 0.8391089262182919]
[52675, 0.5267500000002375, 0.8390572530242919]
[52676, 0.5267600000002375, 0.8390055788492918]
[52677, 0.5267700000002374, 0.8389539036932918]
[52678, 0.5267800000002374, 0.8389022275562917]
[52679, 0.5267900000002373, 0.8388505504382917]
[52680, 0.5268000000002373, 0.8387988723392917]
[52681, 0.5268100000002373, 0.8387471932592917]
[52682, 0.5268200000002372, 0.8386955131982917]
[52683, 0.5268300000002372, 0.8386438321562917]
[52684, 0.5268400000002371, 0.8385921501332917]
[52685, 0.5268500000002371, 0.8385404671292916]
[52686, 0.526860000000237, 0.8384887831442916]
[52687, 0.526870000000237, 0.8384370981782916]
[52688, 0.5268800000002369, 0.8383854122312916]
[52689, 0.5268900000002369, 0.8383337253032915]
[52690, 0.5269000000002368, 0.8382820373942915]
[52691, 0.5269100000002368, 0.8382303485042915]
[52692, 0.5269200000002368, 0.8381786586332914]
[52693, 0.5269300000002367, 0.8381269677812914]
[52694, 0.5269400000002367, 0.8380752759482913]
[52695, 0.5269500000002366, 0.8380235831342914]
[52696, 0.5269600000002366, 0.8379718893392913]
[52697, 0.5269700000002365, 0.8379201945632914]
[52698, 0.5269800000002365, 0.8378684988062913]
[52699, 0.5269900000002364, 0.8378168020682913]
[52700, 0.5270000000002364, 0.8377651043492913]
[52701, 0.5270100000002363, 0.8377134056492913]
[52702, 0.5270200000002363, 0.8376617059682913]
[52703, 0.5270300000002363, 0.8376100053062913]
[52704, 0.5270400000002362, 0.8375583036632912]
[52705, 0.5270500000002362, 0.8375066010392912]
[52706, 0.5270600000002361, 0.8374548974342911]
[52707, 0.5270700000002361, 0.8374031928482911]
[52708, 0.527080000000236, 0.837351487281291]
[52709, 0.527090000000236, 0.837299780733291]
[52710, 0.5271000000002359, 0.837248073204291]
[52711, 0.5271100000002359, 0.8371963646942909]
[52712, 0.5271200000002358, 0.837144655203291]
[52713, 0.5271300000002358, 0.8370929447312909]
[52714, 0.5271400000002358, 0.8370412332782909]
[52715, 0.5271500000002357, 0.8369895208442909]
[52716, 0.5271600000002357, 0.8369378074292909]
[52717, 0.5271700000002356, 0.8368860930332909]
